cause_name,_id,cause_id
"ObjectID(""647775723de912b9071333d7"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b9071333d8"")",969
"ObjectID(""647775723de912b9071333d9"")",970,Other non-rheumatic valve diseases
942,Myocarditis,"ObjectID(""647775723de912b9071333da"")"
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b9071333db"")",938
"ObjectID(""647775723de912b9071333dc"")",944,Other cardiomyopathy
Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b9071333dd"")",1004
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b9071333de"")"
"ObjectID(""647775723de912b9071333df"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071333e0"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071333e1"")",503,Endocarditis
"ObjectID(""647775723de912b9071333e2"")",507,Other cardiovascular and circulatory diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071333e3"")"
492,Rheumatic heart disease,"ObjectID(""647775723de912b9071333e4"")"
"ObjectID(""647775723de912b9071333e5"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b9071333e6"")"
Intracerebral hemorrhage,"ObjectID(""647775723de912b9071333e7"")",496
Subarachnoid hemorrhage,"ObjectID(""647775723de912b9071333e8"")",497
"ObjectID(""647775723de912b9071333e9"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071333ea"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b9071333eb"")"
"ObjectID(""647775723de912b9071333ec"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071333ed"")",942,Myocarditis
"ObjectID(""647775723de912b9071333ee"")",938,Alcoholic cardiomyopathy
Other cardiomyopathy,"ObjectID(""647775723de912b9071333ef"")",944
"ObjectID(""647775723de912b9071333f0"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071333f1"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b9071333f2"")",501
"ObjectID(""647775723de912b9071333f3"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071333f4"")",503,Endocarditis
"ObjectID(""647775723de912b9071333f5"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071333f6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071333f7"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071333f8"")",493,Ischemic heart disease
Ischemic stroke,"ObjectID(""647775723de912b9071333f9"")",495
"ObjectID(""647775723de912b9071333fa"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071333fb"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071333fc"")",498,Hypertensive heart disease
Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b9071333fd"")",968
"ObjectID(""647775723de912b9071333fe"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071333ff"")",970,Other non-rheumatic valve diseases
942,Myocarditis,"ObjectID(""647775723de912b907133400"")"
"ObjectID(""647775723de912b907133401"")",938,Alcoholic cardiomyopathy
Other cardiomyopathy,"ObjectID(""647775723de912b907133402"")",944
1004,Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b907133403"")"
"ObjectID(""647775723de912b907133404"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907133405"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907133406"")",502,Lower extremity peripheral arterial disease
Endocarditis,"ObjectID(""647775723de912b907133407"")",503
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907133408"")"
"ObjectID(""647775723de912b907133409"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713340a"")",492,Rheumatic heart disease
493,Ischemic heart disease,"ObjectID(""647775723de912b90713340b"")"
"ObjectID(""647775723de912b90713340c"")",495,Ischemic stroke
"ObjectID(""647775723de912b90713340d"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b90713340e"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b90713340f"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907133410"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907133411"")",969,Non-rheumatic degenerative mitral valve disease
Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907133412"")",970
"ObjectID(""647775723de912b907133413"")",942,Myocarditis
"ObjectID(""647775723de912b907133414"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907133415"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907133416"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907133417"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907133418"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907133419"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b90713341a"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b90713341b"")",507
"ObjectID(""647775723de912b90713341c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713341d"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b90713341e"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713341f"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907133420"")"
"ObjectID(""647775723de912b907133421"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907133422"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907133423"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907133424"")",969
"ObjectID(""647775723de912b907133425"")",970,Other non-rheumatic valve diseases
Myocarditis,"ObjectID(""647775723de912b907133426"")",942
"ObjectID(""647775723de912b907133427"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907133428"")"
"ObjectID(""647775723de912b907133429"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713342a"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b90713342b"")",501
"ObjectID(""647775723de912b90713342c"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b90713342d"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b90713342e"")",507
"ObjectID(""647775723de912b90713342f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907133430"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907133431"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b907133432"")"
"ObjectID(""647775723de912b907133433"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907133434"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907133435"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907133436"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907133437"")",969
"ObjectID(""647775723de912b907133438"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907133439"")",942,Myocarditis
"ObjectID(""647775723de912b90713343a"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b90713343b"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b90713343c"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713343d"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b90713343e"")",501,Aortic aneurysm
"ObjectID(""647775723de912b90713343f"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907133440"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907133441"")",507
"ObjectID(""647775723de912b907133442"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907133443"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907133444"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907133445"")",495,Ischemic stroke
"ObjectID(""647775723de912b907133446"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907133447"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907133448"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907133449"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b90713344a"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b90713344b"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713344c"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b90713344d"")"
"ObjectID(""647775723de912b90713344e"")",944,Other cardiomyopathy
1004,Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b90713344f"")"
"ObjectID(""647775723de912b907133450"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907133451"")",501,Aortic aneurysm
502,Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907133452"")"
"ObjectID(""647775723de912b907133453"")",503,Endocarditis
"ObjectID(""647775723de912b907133454"")",507,Other cardiovascular and circulatory diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907133455"")",491
492,Rheumatic heart disease,"ObjectID(""647775723de912b907133456"")"
Ischemic heart disease,"ObjectID(""647775723de912b907133457"")",493
"ObjectID(""647775723de912b907133458"")",495,Ischemic stroke
"ObjectID(""647775723de912b907133459"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b90713345a"")",497,Subarachnoid hemorrhage
Hypertensive heart disease,"ObjectID(""647775723de912b90713345b"")",498
"ObjectID(""647775723de912b90713345c"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b90713345d"")"
"ObjectID(""647775723de912b90713345e"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713345f"")",942,Myocarditis
"ObjectID(""647775723de912b907133460"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907133461"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907133462"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907133463"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907133464"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907133465"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907133466"")",503,Endocarditis
"ObjectID(""647775723de912b907133467"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907133468"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907133469"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b90713346a"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713346b"")",495,Ischemic stroke
"ObjectID(""647775723de912b90713346c"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b90713346d"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b90713346e"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b90713346f"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907133470"")",969
"ObjectID(""647775723de912b907133471"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907133472"")",942,Myocarditis
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907133473"")",938
"ObjectID(""647775723de912b907133474"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907133475"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907133476"")",500,Atrial fibrillation and flutter
501,Aortic aneurysm,"ObjectID(""647775723de912b907133477"")"
"ObjectID(""647775723de912b907133478"")",502,Lower extremity peripheral arterial disease
503,Endocarditis,"ObjectID(""647775723de912b907133479"")"
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b90713347a"")"
"ObjectID(""647775723de912b90713347b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713347c"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b90713347d"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713347e"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b90713347f"")"
"ObjectID(""647775723de912b907133480"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907133481"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907133482"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907133483"")",969,Non-rheumatic degenerative mitral valve disease
970,Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907133484"")"
Myocarditis,"ObjectID(""647775723de912b907133485"")",942
"ObjectID(""647775723de912b907133486"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907133487"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907133488"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907133489"")",500
"ObjectID(""647775723de912b90713348a"")",501,Aortic aneurysm
"ObjectID(""647775723de912b90713348b"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b90713348c"")",503,Endocarditis
"ObjectID(""647775723de912b90713348d"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b90713348e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713348f"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907133490"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907133491"")",495,Ischemic stroke
"ObjectID(""647775723de912b907133492"")",496,Intracerebral hemorrhage
497,Subarachnoid hemorrhage,"ObjectID(""647775723de912b907133493"")"
"ObjectID(""647775723de912b907133494"")",498,Hypertensive heart disease
Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b907133495"")",968
"ObjectID(""647775723de912b907133496"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907133497"")",970,Other non-rheumatic valve diseases
Myocarditis,"ObjectID(""647775723de912b907133498"")",942
"ObjectID(""647775723de912b907133499"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b90713349a"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b90713349b"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713349c"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b90713349d"")",501,Aortic aneurysm
"ObjectID(""647775723de912b90713349e"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b90713349f"")",503,Endocarditis
"ObjectID(""647775723de912b9071334a0"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071334a1"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071334a2"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071334a3"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b9071334a4"")"
Intracerebral hemorrhage,"ObjectID(""647775723de912b9071334a5"")",496
497,Subarachnoid hemorrhage,"ObjectID(""647775723de912b9071334a6"")"
"ObjectID(""647775723de912b9071334a7"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071334a8"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071334a9"")",969,Non-rheumatic degenerative mitral valve disease
970,Other non-rheumatic valve diseases,"ObjectID(""647775723de912b9071334aa"")"
Myocarditis,"ObjectID(""647775723de912b9071334ab"")",942
"ObjectID(""647775723de912b9071334ac"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b9071334ad"")",944,Other cardiomyopathy
Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b9071334ae"")",1004
Atrial fibrillation and flutter,"ObjectID(""647775723de912b9071334af"")",500
501,Aortic aneurysm,"ObjectID(""647775723de912b9071334b0"")"
"ObjectID(""647775723de912b9071334b1"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071334b2"")",503,Endocarditis
"ObjectID(""647775723de912b9071334b3"")",507,Other cardiovascular and circulatory diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071334b4"")",491
"ObjectID(""647775723de912b9071334b5"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071334b6"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b9071334b7"")"
Intracerebral hemorrhage,"ObjectID(""647775723de912b9071334b8"")",496
"ObjectID(""647775723de912b9071334b9"")",497,Subarachnoid hemorrhage
498,Hypertensive heart disease,"ObjectID(""647775723de912b9071334ba"")"
"ObjectID(""647775723de912b9071334bb"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071334bc"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071334bd"")",970,Other non-rheumatic valve diseases
